Month,t3.medium,t3.nano,c4.large,t3.xlarge,c4.2xlarge,c5.large,c5.xlarge,c5d.4xlarge,t2.medium,t2.small,c4.xlarge,c4.4xlarge,c5.2xlarge,t3.micro,c5.4xlarge
11343,0,0,1,0,46,22,9,0,3,3,6,0,13,1,258
11344,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11345,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11346,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11347,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11348,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11349,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11350,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11351,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11352,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11353,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11354,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11355,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11356,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11357,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11358,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11359,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11360,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11361,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11362,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11363,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11364,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11365,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11366,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11367,0,0,0,0,20,30,14,0,1,2,9,0,8,2,240
11368,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11369,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11370,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11371,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11372,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11373,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11374,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11375,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11376,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11377,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11378,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11379,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11380,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11381,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11382,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11383,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11384,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11385,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11386,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11387,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11388,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11389,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11390,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11391,0,0,0,0,12,32,7,0,3,3,5,0,0,1,256
11392,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11393,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11394,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11395,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11396,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11397,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11398,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11399,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11400,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11401,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11402,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11403,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11404,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11405,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11406,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11407,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11408,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11409,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11410,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11411,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11412,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11413,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11414,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11415,0,0,2,0,9,25,7,0,3,3,4,0,0,0,252
11416,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11417,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11418,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11419,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11420,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11421,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11422,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11423,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11424,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11425,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11426,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11427,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11428,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11429,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11430,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11431,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11432,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11433,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11434,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11435,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11436,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11437,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11438,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11439,0,0,0,0,6,27,6,0,1,1,2,0,0,1,296
11440,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11441,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11442,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11443,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11444,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11445,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11446,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11447,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11448,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11449,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11450,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11451,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11452,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11453,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11454,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11455,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11456,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11457,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11458,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11459,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11460,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11461,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11462,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11463,0,0,0,0,11,25,5,0,3,1,9,0,0,2,290
11464,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11465,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11466,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11467,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11468,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11469,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11470,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11471,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11472,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11473,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11474,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11475,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11476,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11477,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11478,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11479,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11480,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11481,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11482,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11483,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11484,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11485,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11486,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11487,0,0,1,0,14,18,4,0,3,2,0,0,0,0,238
11488,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11489,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11490,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11491,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11492,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11493,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11494,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11495,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11496,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11497,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11498,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11499,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11500,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11501,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11502,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11503,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11504,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11505,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11506,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11507,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11508,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11509,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11510,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11511,0,0,0,0,10,18,4,0,4,13,0,0,0,4,242
11512,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11513,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11514,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11515,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11516,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11517,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11518,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11519,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11520,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11521,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11522,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11523,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11524,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11525,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11526,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11527,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11528,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11529,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11530,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11531,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11532,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11533,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11534,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11535,0,0,5,0,14,19,4,0,5,13,0,0,0,4,246
11536,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11537,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11538,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11539,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11540,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11541,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11542,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11543,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11544,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11545,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11546,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11547,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11548,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11549,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11550,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11551,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11552,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11553,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11554,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11555,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11556,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11557,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11558,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11559,0,0,1,0,8,25,4,0,4,13,0,0,0,4,258
11560,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11561,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11562,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11563,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11564,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11565,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11566,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11567,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11568,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11569,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11570,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11571,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11572,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11573,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11574,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11575,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11576,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11577,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11578,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11579,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11580,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11581,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11582,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11583,0,0,0,0,7,32,4,0,3,7,0,0,0,2,240
11584,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11585,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11586,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11587,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11588,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11589,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11590,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11591,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11592,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11593,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11594,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11595,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11596,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11597,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11598,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11599,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11600,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11601,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11602,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11603,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11604,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11605,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11606,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11607,0,0,0,0,4,18,4,0,3,5,0,0,0,1,247
11608,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11609,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11610,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11611,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11612,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11613,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11614,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11615,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11616,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11617,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11618,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11619,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11620,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11621,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11622,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11623,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11624,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11625,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11626,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11627,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11628,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11629,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11630,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11631,0,0,0,0,8,19,4,0,3,9,0,0,0,3,212
11632,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11633,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11634,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11635,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11636,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11637,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11638,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11639,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11640,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11641,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11642,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11643,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11644,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11645,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11646,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11647,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11648,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11649,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11650,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11651,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11652,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11653,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11654,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11655,0,0,0,0,5,32,4,0,6,2,0,0,0,2,204
11656,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11657,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11658,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11659,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11660,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11661,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11662,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11663,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11664,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11665,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11666,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11667,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11668,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11669,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11670,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11671,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11672,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11673,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11674,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11675,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11676,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11677,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11678,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11679,0,0,3,0,1,28,4,0,7,2,0,2,0,0,225
11680,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11681,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11682,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11683,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11684,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11685,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11686,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11687,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11688,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11689,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11690,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11691,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11692,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11693,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11694,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11695,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11696,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11697,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11698,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11699,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11700,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11701,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11702,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11703,0,0,8,0,2,16,0,0,8,3,0,9,0,0,225
11704,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11705,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11706,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11707,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11708,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11709,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11710,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11711,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11712,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11713,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11714,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11715,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11716,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11717,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11718,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11719,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11720,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11721,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11722,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11723,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11724,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11725,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11726,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11727,0,0,5,0,4,13,0,0,8,3,0,15,0,0,207
11728,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11729,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11730,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11731,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11732,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11733,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11734,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11735,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11736,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11737,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11738,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11739,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11740,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11741,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11742,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11743,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11744,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11745,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11746,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11747,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11748,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11749,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11750,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11751,0,0,4,0,0,14,0,0,8,3,0,27,0,0,190
11752,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11753,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11754,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11755,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11756,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11757,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11758,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11759,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11760,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11761,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
11762,0,0,4,0,1,15,0,0,8,3,0,66,0,1,182
